,full_name,resale_price,registered_year,engine_capacity,transmission_type,kms_driven,owner_type,fuel_type,seats,mileage,body_type
9738,Honda Brio S Option MT,227000.0,2012,1198,Manual,54288,First Owner,Petrol,5,18.4,Hatchback
9739,Toyota Glanza G,785000.0,2021,1197,Manual,29615,First Owner,Petrol,5,21.01,Hatchback
9740,Maruti Wagon R VXI BS IV,389000.0,2018,998,Manual,21563,Second Owner,Petrol,5,20.51,Hatchback
9741,Hyundai i20 Asta 1.2,618000.0,2017,1197,Manual,20448,First Owner,Petrol,5,18.6,Hatchback
9742,Honda Amaze E Petrol BSIV,588000.0,2019,1199,Manual,29147,First Owner,Petrol,5,19.5,Sedan
9743,Hyundai Grand i10 CRDi Sportz,276000.0,2013,1120,Manual,108720,First Owner,Diesel,5,24.0,Hatchback
9744,Datsun RediGO D,200999.99999999997,2018,799,Manual,15576,First Owner,Petrol,5,22.7,Hatchback
9745,Honda City 1.5 S MT,165000.0,2009,1497,Manual,80127,First Owner,Petrol,5,17.0,Sedan
9746,Renault KWID 1.0 AMT RXT,266000.0,2016,999,Automatic,89346,Second Owner,Petrol,5,24.04,Hatchback
9747,Honda City V CVT,1030000.0000000001,2021,1498,Automatic,11905,First Owner,Petrol,5,18.3,Sedan
9748,Toyota Corolla Altis VL AT,1005000.0000000001,2016,1798,Automatic,90680,Second Owner,Petrol,5,14.28,Sedan
9750,Maruti Swift Dzire VXI,400000.0,2016,1197,Manual,82784,First Owner,Petrol,5,20.85,Sedan
9751,Hyundai Grand i10 Sportz,350000.0,2013,1197,Manual,127938,First Owner,Petrol,5,18.9,Hatchback
9752,Hyundai Xcent 1.2 Kappa S,340000.0,2015,1197,Manual,71050,First Owner,Petrol,5,19.1,Sedan
9753,Hyundai Santro Sportz CNG BSIV,475000.0,2019,1086,Manual,57310,First Owner,CNG,5,30.48,Hatchback
9754,Renault KWID RXL,380000.0,2019,799,Manual,14000,First Owner,Petrol,5,25.17,Hatchback
9755,Maruti Baleno 1.2 Delta,585000.0,2018,1197,Manual,38000,First Owner,Petrol,5,21.4,Hatchback
9756,Maruti Baleno 1.2 Delta,585000.0,2018,1197,Manual,43466,First Owner,Petrol,5,21.4,Hatchback
9757,Honda City i VTEC V,472000.0,2014,1497,Manual,105662,First Owner,Petrol,5,17.4,Sedan
9758,Toyota Corolla Altis 1.4 DG,1078000.0,2018,1364,Manual,51716,Second Owner,Diesel,5,21.43,Sedan
9759,Renault KWID 1.0 RXT 02 Anniversary Edition,425000.0,2018,999,Manual,13500,Second Owner,Petrol,5,23.01,Hatchback
9760,Maruti Baleno Zeta CVT,779000.0,2021,1197,Automatic,40380,First Owner,Petrol,5,19.56,Hatchback
9761,Renault KWID RXT Optional,385000.0,2018,799,Manual,34250,First Owner,Petrol,5,25.17,Hatchback
9762,Honda WR-V i-VTEC VX,710000.0,2018,1199,Manual,12724,Second Owner,Petrol,5,17.5,SUV
9763,Maruti Swift VDI BSIV,396000.0,2014,1248,Manual,44060,First Owner,Diesel,5,25.2,Hatchback
9764,Toyota Etios Liva GD,296000.0,2013,1364,Manual,106211,Second Owner,Diesel,5,23.59,Hatchback
9765,Mercedes-Benz CLA 200 CDI Style,1114000.0,2015,2143,Automatic,35052,Third Owner,Diesel,5,17.9,Sedan
9766,Hyundai Grand i10 CRDi Sportz,229999.99999999997,2015,1120,Manual,96459,First Owner,Diesel,5,24.0,Hatchback
9767,Hyundai i10 Era 1.1,8000000.0,2008,1086,Manual,92341,Second Owner,Petrol,5,19.81,Hatchback
9768,Hyundai Venue SX Plus Turbo DCT,1030000.0000000001,2021,998,Automatic,8183,First Owner,Petrol,5,18.15,SUV
9769,Maruti Swift Dzire 1.2 Vxi BSIV,129000.0,2010,1197,Manual,106877,Third Owner,Petrol,5,17.5,Sedan
9770,Hyundai i20 Sportz 1.4 CRDi,400000.0,2014,1396,Manual,100397,Second Owner,Diesel,5,22.54,Hatchback
9771,Toyota Etios Cross 1.4L GD,300000.0,2014,1364,Manual,97061,First Owner,Diesel,5,23.59,Hatchback
9772,Hyundai Creta 1.6 CRDi SX,800000.0,2017,1582,Manual,96857,First Owner,Diesel,5,19.67,SUV
9773,Maruti Ciaz Alpha BSVI,827999.9999999999,2020,1462,Manual,27344,First Owner,Petrol,5,20.65,Sedan
9774,Honda WR-V i-VTEC S,614000.0,2018,1199,Manual,27116,First Owner,Petrol,5,17.5,SUV
9775,Maruti Swift VXI,531000.0,2018,1197,Manual,38982,Second Owner,Petrol,5,22.38,Hatchback
9776,Maruti Alto K10 VXI,289000.0,2016,998,Manual,59423,First Owner,Petrol,5,24.39,Hatchback
9777,Honda Amaze S BSVI,665000.0,2021,1199,Manual,16029,First Owner,Petrol,5,18.6,Sedan
9778,Maruti Wagon R CNG LXI BSIV,482000.0,2019,998,Manual,35483,Second Owner,CNG,5,33.54,Hatchback
9779,Toyota Yaris G,927999.9999999999,2021,1496,Manual,23589,First Owner,Petrol,5,17.1,Sedan
9780,Maruti Swift VXI,409000.0,2015,1197,Manual,37290,First Owner,Petrol,5,22.38,Hatchback
9781,Renault KWID 1.0 AMT RXT,445000.0,2018,999,Automatic,41250,First Owner,Petrol,5,24.04,Hatchback
9782,Tata Tiago XZ Plus CNG BSVI,707000.0,2022,1199,Manual,30399,First Owner,CNG,5,26.49,Hatchback
9783,Hyundai i10 Magna 1.1L,345000.0,2015,1086,Manual,62150,First Owner,Petrol,5,19.81,Hatchback
9784,Maruti Ignis 1.2 AMT Zeta BSIV,505000.0,2018,1197,Automatic,41200,First Owner,Petrol,5,20.89,Hatchback
9785,Maruti Swift Dzire LXI,185000.0,2012,1197,Manual,93242,Second Owner,Petrol,5,19.1,Sedan
9786,Maruti Wagon R LXI CNG,200000.0,2012,998,Manual,139288,Second Owner,CNG,5,26.2,Hatchback
9787,Ford Figo Petrol EXI,125000.0,2010,1196,Manual,59569,First Owner,Petrol,5,15.6,Hatchback
9788,Hyundai Grand i10 Magna,330000.0,2015,1197,Manual,45083,First Owner,Petrol,5,18.9,Hatchback
9789,Maruti SX4 ZXI MT BSIV,115999.99999999999,2010,1586,Manual,87137,Second Owner,Petrol,5,15.5,Sedan
9790,Maruti Celerio ZXI,325000.0,2015,998,Manual,62823,First Owner,Petrol,5,23.1,Hatchback
9791,Hyundai i20 Magna,150000.0,2010,1197,Manual,86476,Second Owner,Petrol,5,18.5,Hatchback
9792,Maruti Swift LXI,440000.00000000006,2019,1197,Manual,56307,First Owner,Petrol,5,21.21,Hatchback
9793,Maruti Zen Estilo LXI BSIII,3200000.0,2008,998,Manual,88049,Third Owner,Petrol,5,18.2,Hatchback
9794,Hyundai i10 Magna 1.1,9600000.0,2008,1086,Manual,111440,First Owner,Petrol,5,19.81,Hatchback
9795,Maruti Wagon R LXI CNG,270000.0,2014,998,Manual,75117,Third Owner,CNG,5,26.6,Hatchback
9796,Hyundai Santro Xing GLS CNG,152000.0,2011,1086,Manual,73671,First Owner,CNG,5,11.88,Hatchback
9797,Ford Ecosport 1.5 Diesel Titanium Plus BSIV,525000.0,2017,1498,Manual,70000,Second Owner,Diesel,5,23.0,SUV
9798,Maruti Swift VDI BSIV,350000.0,2015,1248,Manual,97118,First Owner,Diesel,5,25.2,Hatchback
9799,Hyundai i20 Magna BSVI,630000.0,2020,1197,Manual,69851,First Owner,Petrol,5,21.0,Hatchback
9800,Volkswagen Polo 1.2 MPI Highline,350000.0,2015,1198,Manual,68404,Second Owner,Petrol,5,16.47,Hatchback
9801,Chevrolet Cruze LTZ AT,393000.0,2014,1998,Automatic,85529,Fourth Owner,Diesel,5,14.81,Sedan
9802,Mahindra Thar LX 4-Str Convert Top AT BSVI,1599000.0,2020,1997,Automatic,11002,First Owner,Petrol,4,15.2,SUV
9803,Ford Freestyle Titanium Diesel BSIV,540000.0,2018,1498,Manual,52522,First Owner,Diesel,5,24.4,Hatchback
9804,Mahindra XUV300 W8 Diesel BSIV,866000.0,2019,1497,Manual,97990,First Owner,Diesel,5,20.0,SUV
9805,Toyota Camry 2.5 Hybrid,1635000.0000000002,2017,2494,Automatic,110635,First Owner,Petrol,5,19.16,Sedan
9806,Jeep Compass 2.0 Limited 4X4,1320000.0,2017,1956,Manual,58432,First Owner,Diesel,5,16.3,SUV
9807,Maruti Swift VDI BSIV,325000.0,2014,1248,Manual,80701,First Owner,Diesel,5,25.2,Hatchback
9808,Hyundai Verna 1.6 CRDi SX,546000.0,2015,1582,Manual,52037,First Owner,Diesel,5,23.9,Sedan
9809,Ford Ecosport 1.5 TDCi Titanium BSIV,375000.0,2015,1498,Manual,140284,First Owner,Diesel,5,22.77,SUV
9810,Maruti Baleno 1.3 Delta,525000.0,2019,1248,Manual,47828,First Owner,Diesel,5,27.39,Hatchback
9811,Honda City VX MT,825000.0,2019,1497,Manual,22801,Second Owner,Petrol,5,17.4,Sedan
9812,Hyundai i10 Asta 1.2,164000.0,2008,1197,Manual,79098,First Owner,Petrol,5,20.36,Hatchback
9813,Maruti Swift LXI BSVI,530000.0,2021,1197,Manual,23869,First Owner,Petrol,5,22.38,Hatchback
9814,Maruti Swift Dzire VXI 1.2,484999.99999999994,2017,1197,Manual,68442,First Owner,Petrol,5,21.21,Sedan
9815,Honda City i VTEC SV,550000.0,2016,1497,Manual,49706,First Owner,Petrol,5,17.8,Sedan
9816,Hyundai Creta 1.6 SX Automatic Diesel,1100000.0,2018,1582,Automatic,152853,First Owner,Diesel,5,17.6,SUV
9817,Hyundai Santro Xing GLS,111000.00000000001,2012,1086,Manual,98384,Second Owner,Petrol,5,17.92,Hatchback
9818,Ford Ikon 1.3 CLXi,8000000.0,2009,1299,Manual,83106,First Owner,Petrol,5,13.8,Sedan
9819,Toyota Innova Crysta 2.8 ZX AT BSIV,2300000.0,2019,2755,Automatic,16382,First Owner,Diesel,7,11.36,MUV
9820,Honda Amaze S i-Dtech,210000.0,2013,1498,Manual,102082,First Owner,Diesel,5,25.8,Sedan
9821,Hyundai i10 Magna 1.2,110000.00000000001,2009,1197,Manual,67172,Second Owner,Petrol,5,20.36,Hatchback
9822,Hyundai Grand i10 Sportz,400000.0,2015,1197,Manual,52896,First Owner,Petrol,5,18.9,Hatchback
9823,Ford Ecosport 1.5 Diesel Titanium BSIV,580000.0,2017,1498,Manual,58962,First Owner,Diesel,5,23.0,SUV
9824,Toyota Corolla Altis G,252999.99999999997,2010,1798,Manual,115647,Second Owner,Petrol,5,14.53,Sedan
9825,BMW X1 sDrive20d,806000.0,2013,1995,Automatic,83200,First Owner,Diesel,5,17.05,SUV
9826,Maruti Baleno 1.2 Delta,415000.00000000006,2015,1197,Manual,89447,First Owner,Petrol,5,21.4,Hatchback
9827,Maruti Zen Estilo VXI BSII,8000000.0,2009,998,Manual,73886,Third Owner,Petrol,5,18.2,Hatchback
9828,Tata Hexa XTA,1036000.0,2018,2179,Automatic,151419,First Owner,Diesel,7,17.6,MUV
9829,Hyundai i20 Magna,150000.0,2009,1197,Manual,94667,First Owner,Petrol,5,18.5,Hatchback
9830,Toyota Corolla Altis G,268000.0,2010,1798,Manual,110918,Second Owner,Petrol,5,14.53,Sedan
9831,Maruti Wagon R VXI 1.2,490000.00000000006,2021,1197,Manual,28283,First Owner,Petrol,5,20.52,Hatchback
9832,Volkswagen Polo Petrol Comfortline 1.2L,195000.0,2011,1198,Manual,65537,First Owner,Petrol,5,16.47,Hatchback
9833,Mahindra XUV500 W11 Option,1700000.0,2021,2179,Manual,24317,First Owner,Diesel,7,15.1,SUV
9834,Mercedes-Benz E-Class 220 CDI,1200000.0,2013,2143,Automatic,64178,Second Owner,Diesel,5,10.0,Sedan
9835,Maruti Baleno 1.2 Alpha,480000.0,2017,1197,Manual,110066,First Owner,Petrol,5,21.4,Hatchback
9836,Maruti Alto 800 VXI,197000.0,2014,796,Manual,128100,First Owner,Petrol,5,22.74,Hatchback
9837,Maruti Swift Dzire VDI,395000.0,2015,1248,Manual,65745,First Owner,Diesel,5,26.59,Sedan
9838,Honda City 1.5 V MT,265000.0,2010,1497,Manual,83813,Second Owner,Petrol,5,17.0,Sedan
9839,Mahindra XUV500 W6 2WD,700000.0,2015,2179,Manual,61138,First Owner,Diesel,7,16.0,SUV
9840,Hyundai i20 1.2 Spotz,500000.0,2017,1197,Manual,50414,Second Owner,Petrol,5,18.6,Hatchback
9841,Chevrolet Optra 1.6 LS Petrol,147000.0,2008,1598,Manual,20315,Second Owner,Petrol,5,12.9,Sedan
9842,Hyundai Alcazar Signature (O) AT,1800000.0,2021,1999,Automatic,14152,First Owner,Petrol,6,14.2,SUV
9843,Maruti Wagon R VXI 1.2,530000.0,2021,1197,Manual,21504,First Owner,Petrol,5,20.52,Hatchback
9844,Maruti Wagon R LXI BS IV,125000.0,2010,998,Manual,77635,Second Owner,Petrol,5,18.9,Hatchback
9845,Maruti Swift Dzire VDI,350000.0,2014,1248,Manual,82967,First Owner,Diesel,5,23.4,Sedan
9846,Honda City i VTEC V,530000.0,2015,1497,Manual,46397,Second Owner,Petrol,5,17.4,Sedan
9847,Skoda Superb Elegance 1.8 TSI AT,418000.0,2014,1798,Automatic,104735,First Owner,Petrol,5,13.7,Sedan
9849,Hyundai Santro Xing GLS,9200000.0,2011,1086,Manual,112180,Fifth Owner,Petrol,5,17.92,Hatchback
9850,Toyota Innova Crysta 2.4 ZX MT BSIV,1400000.0,2017,2393,Manual,84284,Second Owner,Diesel,7,13.68,MUV
9851,Honda City 1.5 S MT,234000.0,2009,1497,Manual,77880,First Owner,Petrol,5,17.0,Sedan
9852,Hyundai Xcent VTVT Plus ABS,350000.0,2016,1197,Manual,66254,First Owner,Petrol,5,19.1,Sedan
9853,Honda City 1.5 S MT,200000.0,2009,1497,Manual,73236,Second Owner,Petrol,5,17.0,Sedan
9854,Honda City i DTEC V,411000.00000000006,2014,1498,Manual,156578,First Owner,Diesel,5,26.0,Sedan
9855,Hyundai i20 Active 1.2 S,430000.0,2015,1197,Manual,63227,First Owner,Petrol,5,17.19,Hatchback
9856,Hyundai Grand i10 1.2 CRDi Sportz Option,459999.99999999994,2017,1186,Manual,74708,First Owner,Diesel,5,24.0,Hatchback
9857,Maruti Swift Dzire 1.2 Vxi BSIV,170000.0,2010,1197,Manual,78732,Second Owner,Petrol,5,17.5,Sedan
9858,Hyundai Tucson 2.0 e-VGT 2WD AT GL Opt,1300000.0,2019,1995,Automatic,93986,First Owner,Diesel,5,16.38,SUV
9859,Hyundai Xcent 1.1 CRDi S,244000.0,2014,1120,Manual,124100,Second Owner,Diesel,5,24.4,Sedan
9860,Kia Seltos HTX G,1250000.0,2021,1497,Manual,25027,First Owner,Petrol,5,16.8,SUV
9861,Jeep Compass 2.0 Sport,1000000.0,2018,1956,Manual,55531,First Owner,Diesel,5,17.1,SUV
9862,Honda Civic Hybrid,316000.0,2008,1339,Automatic,145926,First Owner,Petrol,5,20.0,Honda
9863,Hyundai Creta 1.6 E Plus Diesel,1050000.0,2019,1582,Manual,42736,First Owner,Diesel,5,20.5,SUV
9864,Hyundai i10 Magna 1.2,120000.0,2008,1197,Manual,109590,First Owner,Petrol,5,20.36,Hatchback
9865,Jaguar XF S 2.2,900000.0,2013,2179,Automatic,84412,Third Owner,Diesel,5,16.36,Sedan
9866,Renault Duster 85PS Diesel RxE,280000.0,2013,1461,Manual,171884,First Owner,Diesel,5,20.45,SUV
9867,Toyota Etios 1.4 VXD,644000.0,2018,1364,Manual,51911,First Owner,Diesel,5,23.59,Sedan
9868,Hyundai i10 Era,105000.0,2008,1086,Manual,100596,First Owner,Petrol,5,19.81,Hatchback
9869,Maruti Wagon R LXI CNG,385000.0,2017,998,Manual,77770,First Owner,CNG,5,26.6,Hatchback
9870,Maruti Ertiga VDI,425000.0,2014,1248,Manual,149851,First Owner,Diesel,7,20.77,MUV
9871,Kia Seltos HTX IVT G,1495000.0,2020,1497,Automatic,27514,First Owner,Petrol,5,16.8,SUV
9872,Hyundai i20 Magna,220000.00000000003,2013,1197,Manual,100996,Fourth Owner,Petrol,5,18.5,Hatchback
9873,Hyundai Getz 1.1 GVS,9400000.0,2010,1086,Manual,117622,First Owner,Petrol,5,15.0,Hatchback
9874,Hyundai i20 1.4 Sportz,450000.0,2017,1396,Manual,139877,First Owner,Diesel,5,22.54,Hatchback
9875,BMW X1 sDrive 20d xLine,1580000.0,2016,1995,Automatic,144912,First Owner,Diesel,5,20.68,SUV
9876,Maruti Ritz VDi,210000.0,2013,1248,Manual,170771,Second Owner,Diesel,5,23.2,Hatchback
9877,BMW X1 sDrive 20d xLine,1700000.0,2016,1995,Automatic,37209,Third Owner,Diesel,5,20.68,SUV
9878,Audi Q5 2.0 TDI,1500000.0,2014,1968,Automatic,75903,First Owner,Diesel,5,14.16,SUV
9879,Hyundai i10 Era,220000.00000000003,2012,1086,Manual,80685,First Owner,Petrol,5,19.81,Hatchback
9880,Hyundai i20 1.4 Magna Executive,430000.0,2017,1396,Manual,103610,First Owner,Diesel,5,22.54,Hatchback
9881,Honda City GXi,138000.0,2007,1497,Manual,88332,Third Owner,Petrol,5,17.7,Sedan
9882,Renault Duster 85PS Diesel RxL,258000.0,2014,1461,Manual,101840,Second Owner,Diesel,5,20.45,SUV
9883,Nissan Terrano XV 110 PS,316000.0,2014,1461,Manual,215868,First Owner,Diesel,5,19.01,SUV
9884,Toyota Fortuner 2.7 2WD AT BSIV,3200000.0,2018,2694,Automatic,64133,First Owner,Petrol,7,10.26,SUV
9885,Toyota Etios Liva GD,470000.0,2016,1364,Manual,83735,First Owner,Diesel,5,23.59,Hatchback
9886,Maruti Ritz VXI,183000.0,2010,1197,Manual,54927,First Owner,Petrol,5,21.1,Hatchback
9887,Maruti Ciaz 1.4 Alpha,600000.0,2018,1373,Manual,60728,First Owner,Petrol,5,20.73,Sedan
9888,Hyundai Creta 1.6 CRDi SX Plus,750000.0,2016,1582,Manual,136157,First Owner,Diesel,5,19.67,SUV
9889,BMW 7 Series 730Ld,2000000.0,2013,2993,Automatic,74275,First Owner,Diesel,5,16.46,Sedan
9890,Honda Amaze VX i-Vtech,313000.0,2013,1198,Manual,67148,First Owner,Petrol,5,18.0,Sedan
9891,Honda City i-VTEC V,700000.0,2018,1497,Manual,43602,First Owner,Petrol,5,17.4,Sedan
9892,Maruti Baleno RS 1.0 Petrol,484999.99999999994,2017,998,Manual,105708,First Owner,Petrol,5,21.1,Hatchback
9893,BMW 5 Series 520d Luxury Line,1795000.0,2017,1995,Automatic,49000,Third Owner,Diesel,5,20.37,Sedan
9894,Mercedes-Benz C-Class Progressive C 200,4490000.0,2020,1950,Automatic,8000,First Owner,Petrol,5,11.9,Sedan
9895,Mercedes-Benz GLC 200,6490000.000000001,2022,1991,Automatic,17000,First Owner,Petrol,5,12.74,SUV
9897,Maruti Swift Dzire VXI AT BSVI,800000.0,2022,1197,Automatic,16589,First Owner,Petrol,5,22.61,Sedan
9898,BMW 3 Series 330i Sport,4400000.0,2021,1998,Automatic,11586,First Owner,Petrol,5,16.13,Sedan
9899,Skoda Octavia 1.8 TSI AT L K,2200000.0,2019,1798,Automatic,32000,First Owner,Petrol,5,15.1,Sedan
9901,MG Hector Plus Sharp DCT,1925000.0,2021,1451,Automatic,8900,First Owner,Petrol,6,11.67,SUV
9902,Renault KWID 1.0 RXL,315000.0,2018,999,Manual,43000,First Owner,Petrol,5,23.01,Hatchback
9903,Mercedes-Benz S-Class S 350 d,5100000.0,2016,2925,Automatic,40000,First Owner,Diesel,5,13.5,Sedan
9904,Nissan Micra XL CVT,285000.0,2015,1198,Automatic,63854,Third Owner,Petrol,5,19.34,Hatchback
9905,Maruti Baleno 1.2 CVT Alpha,700000.0,2018,1197,Automatic,32000,Second Owner,Petrol,5,21.4,Hatchback
9906,Toyota Innova Crysta 2.8 GX AT BSIV,1825000.0,2019,2755,Automatic,54000,First Owner,Diesel,7,11.36,MUV
9907,Toyota Corolla Altis VL AT,1175000.0,2016,1798,Automatic,72000,First Owner,Petrol,5,14.28,Sedan
9908,Tata Hexa XE,1100000.0,2018,2179,Manual,14500,First Owner,Diesel,7,17.6,MUV
9909,Tata Nexon 1.2 Revotron XM,740000.0,2019,1198,Manual,49000,First Owner,Petrol,5,17.0,SUV
9910,Hyundai Grand i10 1.2 Kappa Magna BSIV,459999.99999999994,2017,1197,Manual,57000,First Owner,Petrol,5,18.9,Hatchback
9911,Maruti Eeco 5 Seater AC CNG BSVI,449000.0,2018,1197,Manual,47000,First Owner,CNG,5,26.78,Cars
9912,Toyota Fortuner 2.7 2WD AT BSIV,3150000.0,2018,2694,Automatic,53000,First Owner,Petrol,7,10.26,SUV
9913,Maruti Vitara Brezza ZDi,750000.0,2018,1248,Manual,59000,First Owner,Diesel,5,24.3,SUV
9914,Toyota Innova 2.5 G (Diesel) 7 Seater,875000.0,2015,2494,Manual,110000,First Owner,Diesel,7,12.99,MUV
9918,Hyundai Creta 1.6 VTVT AT SX Plus,885000.0,2016,1591,Automatic,59000,First Owner,Petrol,5,13.0,SUV
9919,Hyundai Santro Xing GLS CNG,210000.0,2012,1086,Manual,69000,Second Owner,CNG,5,11.88,Hatchback
9920,Hyundai i10 Sportz AT,275000.0,2012,1197,Automatic,72000,First Owner,Petrol,5,16.95,Hatchback
9921,Toyota Etios G,280000.0,2011,1496,Manual,66200,First Owner,Petrol,5,17.6,Sedan
9922,Hyundai Creta 1.6 SX Automatic,1190000.0,2018,1591,Automatic,35000,First Owner,Petrol,5,14.8,SUV
9925,Renault KWID Climber 1.0 MT,310000.0,2017,999,Manual,56000,First Owner,Petrol,5,23.01,Hatchback
9926,Chevrolet Beat PS,160000.0,2011,1199,Manual,28000,First Owner,Petrol,5,18.6,Hatchback
9927,Volkswagen Polo 1.0 TSI Highline Plus,620000.0,2020,999,Manual,56000,First Owner,Petrol,5,18.24,Hatchback
9928,Honda City 1.5 S MT,290000.0,2011,1497,Manual,64000,First Owner,Petrol,5,17.0,Sedan
9929,Volkswagen Vento Petrol Highline AT,420000.0,2013,1598,Automatic,31000,First Owner,Petrol,5,14.4,Sedan
9930,Tata Tiago 1.2 Revotron XZ,484999.99999999994,2019,1199,Manual,28000,First Owner,Petrol,5,23.84,Hatchback
9931,Volkswagen Vento 1.6 Highline,550000.0,2016,1598,Manual,69000,First Owner,Petrol,5,16.09,Sedan
9932,Volkswagen Vento Petrol Highline,395000.0,2013,1598,Manual,75000,First Owner,Petrol,5,15.04,Sedan
9933,Honda City i-VTEC CVT V,1025000.0,2019,1497,Automatic,30000,First Owner,Petrol,5,18.0,Sedan
9934,Maruti Wagon R LXI BS IV,365000.0,2017,998,Manual,74258,First Owner,Petrol,5,20.51,Hatchback
9935,Hyundai Grand i10 Sportz,465000.00000000006,2017,1197,Manual,31600,First Owner,Petrol,5,18.9,Hatchback
9936,Chevrolet Aveo U-VA 1.2 LS,9500000.0,2011,1150,Manual,79835,Second Owner,Petrol,5,15.26,Hatchback
9937,BMW 3 Series 320d Luxury Line,1300000.0,2015,1995,Automatic,70000,Second Owner,Diesel,5,18.88,Sedan
9938,Hyundai Verna VTVT 1.6 SX,925000.0,2019,1591,Manual,55000,First Owner,Petrol,5,17.0,Sedan
9939,Audi Q5 2.0 TDI,1500000.0,2014,1968,Automatic,70000,First Owner,Diesel,5,14.16,SUV
9940,Maruti Ignis Sigma BSVI,475000.0,2019,1197,Manual,44000,Second Owner,Petrol,5,20.89,Hatchback
9941,Kia Seltos HTK Plus G,1375000.0,2021,1497,Manual,19000,First Owner,Petrol,5,16.8,SUV
9942,Maruti Baleno Zeta CVT,885000.0,2021,1197,Automatic,14500,First Owner,Petrol,5,19.56,Hatchback
9943,Toyota Fortuner 2.8 2WD MT,2775000.0,2018,2755,Manual,43000,First Owner,Diesel,7,14.24,SUV
9944,Mahindra Scorpio S6 Plus 7 Seater,969999.9999999999,2017,2179,Manual,72000,Second Owner,Diesel,7,15.4,SUV
9945,Volkswagen Tiguan 2.0 TDI Highline,1950000.0,2017,1968,Automatic,44000,First Owner,Diesel,5,16.65,SUV
9946,Volvo S90 D4 Inscription,3850000.0,2018,1969,Automatic,12000,First Owner,Diesel,5,18.0,Sedan
9947,Mercedes-Benz C-Class C 200 AVANTGARDE,3200000.0,2019,1991,Automatic,70000,First Owner,Petrol,5,14.74,Sedan
9948,Toyota Yaris V,750000.0,2018,1496,Manual,31000,Second Owner,Petrol,5,17.1,Sedan
9949,Ford Ecosport 1.5 Petrol Ambiente,550000.0,2018,1496,Manual,83000,First Owner,Petrol,5,15.9,SUV
9950,Maruti Ertiga ZXI,645000.0,2014,1373,Manual,63000,First Owner,Petrol,7,16.02,MUV
9951,Toyota Fortuner 2.8 2WD AT BSIV,2600000.0,2017,2755,Automatic,71809,First Owner,Diesel,7,12.9,SUV
9952,Toyota Glanza G,685000.0,2020,1197,Manual,31000,First Owner,Petrol,5,21.01,Hatchback
9953,Honda Amaze S i-VTEC,625000.0,2018,1198,Manual,31000,First Owner,Petrol,5,17.8,Sedan
9954,Maruti Baleno 1.3 Delta,525000.0,2017,1248,Manual,44700,Second Owner,Diesel,5,27.39,Hatchback
9955,Toyota Innova Crysta 2.4 GX MT 8S BSIV,1325000.0,2016,2393,Manual,61000,First Owner,Diesel,8,13.68,MUV
9956,Maruti Ciaz ZXi Plus,675000.0,2016,1373,Manual,52000,First Owner,Petrol,5,20.73,Sedan
9957,Audi Q7 3.0 TDI Quattro Technology,1898999.9999999998,2014,2967,Automatic,50000,Second Owner,Diesel,7,12.07,SUV
9958,Honda City VX CVT,1270000.0,2021,1498,Automatic,40000,First Owner,Petrol,5,18.3,Sedan
9959,Audi Q3 35 TDI Quattro Premium Plus,1525000.0,2015,1968,Automatic,70000,First Owner,Diesel,5,15.17,SUV
9960,Jeep Compass Model S 4X4 Diesel AT BSVI,2499000.0,2021,1956,Automatic,40000,First Owner,Diesel,5,14.9,SUV
9961,BMW 3 Series GT Luxury Line,2099000.0,2016,1995,Automatic,50000,First Owner,Diesel,5,21.76,Sedan
9962,Tata New Safari XZA Plus AT BSVI,1989999.9999999998,2021,1956,Automatic,52000,First Owner,Diesel,7,14.08,SUV
9963,Toyota Innova Crysta 2.4 VX MT 8 STR,1670000.0,2017,2393,Manual,47000,First Owner,Diesel,8,13.68,MUV
9964,Chevrolet Beat LT,150000.0,2010,1199,Manual,80000,First Owner,Petrol,5,18.6,Hatchback
9965,Ford Figo 1.2P Titanium MT,495000.0,2017,1196,Manual,11000,First Owner,Petrol,5,18.16,Hatchback
9966,Audi Q7 3.0 TDI Quattro Technology,1900000.0,2014,2967,Automatic,51000,Second Owner,Diesel,7,12.07,SUV
9967,Audi Q3 35 TDI Quattro Premium Plus,1525000.0,2015,1968,Automatic,71000,First Owner,Diesel,5,15.17,SUV
9968,Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,740000.0,2014,2494,Manual,76000,Second Owner,Diesel,7,12.99,MUV
9969,Hyundai Grand i10 Magna,490000.00000000006,2019,1197,Manual,30000,First Owner,Petrol,5,18.9,Hatchback
9970,Maruti Wagon R CNG LXI Opt BSIV,556000.0,2021,998,Manual,44000,First Owner,CNG,5,33.54,Hatchback
9971,Tata Altroz XE BSVI,580000.0,2020,1199,Manual,8000,First Owner,Petrol,5,19.33,Hatchback
9972,Renault Triber RXZ BSVI,645000.0,2020,999,Manual,46000,First Owner,Petrol,7,20.0,MUV
