,full_name,brand,resale_price,registered_year,engine_capacity,kms_driven,owner_type,transmission_type,fuel_type,mileage,body_type,seats
6758,Maruti Swift Dzire ZXI,Maruti,496000.0,2015,1197.0,37341,Second Owner,Manual,Petrol,20.85,Sedan,5
6759,Renault KWID 1.0 RXT,Renault,357000.0,2016,999.0,73527,First Owner,Manual,Petrol,23.01,Hatchback,5
6760,Maruti Alto 800 LXI,Maruti,240000.0,2016,796.0,20127,Second Owner,Manual,Petrol,22.74,Hatchback,5
6761,Hyundai Verna 1.6 SX,Hyundai,320000.0,2011,1582.0,117147,Second Owner,Manual,Diesel,22.32,Sedan,5
6762,Hyundai i20 1.2 Asta,Hyundai,210000.0,2011,1197.0,97850,Second Owner,Manual,Petrol,17.0,Hatchback,5
6763,Hyundai i10 Magna,Hyundai,200000.0,2011,1197.0,85679,First Owner,Manual,Petrol,20.36,Hatchback,5
6764,Hyundai i20 Sportz Diesel,Hyundai,965000.0,2022,1493.0,14807,First Owner,Manual,Diesel,25.0,Hatchback,5
6765,Volkswagen Polo GT TDI,Volkswagen,453000.0,2013,1598.0,57613,First Owner,Manual,Diesel,19.7,Hatchback,5
6766,Maruti Swift 1.3 VXi,Maruti,225999.99999999997,2009,1298.0,72884,Second Owner,Manual,Petrol,16.1,Hatchback,5
6767,Maruti Swift VXI,Maruti,438999.99999999994,2015,1197.0,83590,Second Owner,Manual,Petrol,22.38,Hatchback,5
6768,Maruti Ritz VXi,Maruti,324000.0,2013,1197.0,53737,First Owner,Manual,Petrol,18.5,Hatchback,5
6769,Maruti Wagon R ZXI 1.2,Maruti,539000.0,2019,1197.0,51562,First Owner,Manual,Petrol,20.52,Hatchback,5
6770,Maruti Alto K10 VXI,Maruti,183000.0,2010,998.0,42226,First Owner,Manual,Petrol,24.39,Hatchback,5
6771,Maruti Baleno 1.2 Delta,Maruti,612000.0,2017,1197.0,38607,First Owner,Manual,Petrol,21.4,Hatchback,5
6772,Maruti Celerio VXI CNG,Maruti,484000.0,2018,998.0,95782,First Owner,Manual,CNG,35.6,Hatchback,5
6773,Maruti Alto 800 VXI,Maruti,270000.0,2014,796.0,37951,Second Owner,Manual,Petrol,22.05,Hatchback,5
6774,Maruti Ignis 1.2 Delta BSIV,Maruti,473000.00000000006,2017,1197.0,26530,First Owner,Manual,Petrol,20.89,Hatchback,5
6775,Hyundai Grand i10 Nios AMT Sportz,Hyundai,758000.0,2020,1197.0,19115,Second Owner,Automatic,Petrol,20.7,Hatchback,5
6776,Maruti Celerio VXI CNG,Maruti,395000.0,2014,998.0,114263,First Owner,Manual,CNG,35.6,Hatchback,5
6777,Honda City 1.5 V MT,Honda,260000.0,2011,1497.0,269782,Second Owner,Manual,Petrol,17.0,Sedan,5
6778,Skoda Fabia 1.6 MPI Elegance,Skoda,140000.0,2011,1598.0,65614,Third Owner,Manual,Petrol,14.83,Hatchback,5
6779,Maruti Ritz LXI,Maruti,175000.0,2011,1197.0,124948,Second Owner,Manual,Petrol,21.1,Hatchback,5
6780,Hyundai i10 Asta 1.2,Hyundai,200000.0,2008,1197.0,126357,Second Owner,Manual,Petrol,20.36,Hatchback,5
6781,Skoda Superb Elegance 1.8 TSI AT,Skoda,500000.0,2014,1798.0,90495,Second Owner,Automatic,Petrol,13.7,Sedan,5
6782,Hyundai Alcazar Platinum (O) Diesel AT BSVI,Hyundai,1800000.0,2021,1493.0,12879,First Owner,Automatic,Diesel,18.1,SUV,6
6783,Renault Kiger RXZ AMT,Renault,1050000.0,2022,999.0,6072,First Owner,Automatic,Petrol,19.03,SUV,5
6784,Maruti Celerio ZXI AT,Maruti,500000.0,2016,998.0,27887,First Owner,Automatic,Petrol,23.1,Hatchback,5
6785,Hyundai Grand i10 Sportz,Hyundai,409000.0,2015,1197.0,64101,First Owner,Manual,Petrol,18.9,Hatchback,5
6786,Honda City S,Honda,430000.0,2012,1497.0,77267,First Owner,Manual,Petrol,16.8,Sedan,5
6787,Maruti Alto K10 VXI,Maruti,296000.0,2015,998.0,59069,First Owner,Manual,Petrol,23.95,Hatchback,5
6788,Maruti Wagon R VXI BS IV,Maruti,419000.00000000006,2016,998.0,40058,Second Owner,Manual,Petrol,20.51,Hatchback,5
6789,Hyundai i10 Magna,Hyundai,180000.0,2010,1197.0,42872,Second Owner,Manual,Petrol,20.36,Hatchback,5
6790,Hyundai EON D Lite Plus,Hyundai,292000.0,2018,814.0,23420,First Owner,Manual,Petrol,21.1,Hatchback,5
6791,Skoda Rapid 1.6 TDI Ambition Plus,Skoda,345000.0,2013,1598.0,122759,Second Owner,Manual,Diesel,20.5,Sedan,5
6792,Renault Triber RXT EASY-R AMT BSVI,Renault,647000.0,2020,999.0,25264,Second Owner,Automatic,Petrol,18.2,MUV,7
6793,Hyundai Venue SX Plus Turbo DCT BSIV,Hyundai,909000.0,2019,998.0,19130,Second Owner,Automatic,Petrol,18.15,SUV,5
6794,Jeep Compass Model S 4X4 Diesel AT BSVI,Jeep,2900000.0,2022,1956.0,15394,First Owner,Automatic,Diesel,14.9,SUV,5
6795,Tata Indica Aqua 1.2 Safire,Tata,161000.0,2010,1172.0,74995,First Owner,Manual,Petrol,15.8,Hatchback,5
6796,Hyundai Grand i10 1.2 Kappa Sportz BSIV,Hyundai,530000.0,2020,1197.0,28546,First Owner,Manual,Petrol,18.9,Hatchback,5
6797,Maruti Ritz VDi,Maruti,276000.0,2010,1248.0,60818,First Owner,Manual,Diesel,21.1,Hatchback,5
6798,Honda City S,Honda,375000.0,2012,1497.0,60862,Second Owner,Manual,Petrol,16.8,Sedan,5
6799,Honda WR-V i-DTEC VX,Honda,675000.0,2017,1498.0,95801,First Owner,Manual,Diesel,25.5,SUV,5
6800,Skoda Kushaq 1.5 TSI Style DSG,Skoda,1700000.0,2021,1498.0,12235,First Owner,Automatic,Petrol,18.86,SUV,5
6801,Honda City VX CVT,Honda,1450000.0,2022,1498.0,16771,First Owner,Automatic,Petrol,18.3,Sedan,5
6802,Maruti Baleno Delta CVT,Maruti,818000.0,2021,1197.0,28273,First Owner,Automatic,Petrol,19.56,Hatchback,5
6803,Maruti Alto 800 LXI,Maruti,254999.99999999997,2015,796.0,41247,First Owner,Manual,Petrol,22.05,Hatchback,5
6804,Honda City i VTEC VX,Honda,622000.0,2015,1497.0,51388,First Owner,Manual,Petrol,17.4,Sedan,5
6805,Maruti Brezza Zxi BSVI,Maruti,1244000.0,2022,1462.0,7386,First Owner,Manual,Petrol,19.89,SUV,5
6806,Maruti Swift VXI,Maruti,508000.0,2017,1197.0,37402,Second Owner,Manual,Petrol,22.38,Hatchback,5
6807,Maruti Swift VXI,Maruti,304000.0,2012,1197.0,90763,Second Owner,Manual,Petrol,22.38,Hatchback,5
6808,Honda Jazz 1.2 V AT i VTEC,Honda,561000.0,2017,1199.0,66247,First Owner,Automatic,Petrol,19.0,Hatchback,5
6809,Tata Altroz XT BSVI,Tata,725000.0,2021,1199.0,9934,First Owner,Manual,Petrol,19.33,Hatchback,5
6810,Maruti Wagon R LXI BS IV,Maruti,303000.0,2012,998.0,73531,First Owner,Manual,Petrol,18.9,Hatchback,5
6811,Maruti Ignis Zeta BSVI,Maruti,696000.0,2020,1197.0,14197,First Owner,Manual,Petrol,20.89,Hatchback,5
6812,Toyota Corolla Altis JS MT,Toyota,840000.0,2016,1798.0,51470,Second Owner,Manual,Petrol,14.28,Sedan,5
6813,Jaguar XF 2.2 Litre Luxury,Jaguar,1400000.0,2013,2179.0,28397,Second Owner,Automatic,Diesel,16.36,Sedan,5
6814,Skoda Rapid 1.6 MPI Style Plus,Skoda,518000.0,2016,1598.0,35586,First Owner,Manual,Petrol,15.0,Sedan,5
6815,Mahindra XUV500 W6 2WD,Mahindra,500000.0,2014,2179.0,103506,First Owner,Manual,Diesel,15.1,SUV,7
6816,Mercedes-Benz C-Class C 200 CGI Avantgarde,Mercedes-Benz,625000.0,2010,1796.0,41906,First Owner,Automatic,Petrol,11.74,Sedan,5
6817,Maruti Celerio VXI AT,Maruti,325000.0,2015,998.0,38055,Second Owner,Automatic,Petrol,23.1,Hatchback,5
6818,Maruti Wagon R LXI CNG,Maruti,260000.0,2012,998.0,62329,First Owner,Manual,CNG,26.2,Hatchback,5
6819,Maruti Wagon R CNG LXI,Maruti,641000.0,2021,998.0,51651,First Owner,Manual,CNG,32.52,Hatchback,5
6820,Hyundai EON Magna Plus,Hyundai,231999.99999999997,2014,814.0,29096,Second Owner,Manual,Petrol,21.1,Hatchback,5
6821,Maruti Baleno 1.2 Delta,Maruti,611000.0,2019,1197.0,32675,Second Owner,Manual,Petrol,21.4,Hatchback,5
6822,Maruti Alto K10 VXI,Maruti,182000.0,2011,998.0,73525,Second Owner,Manual,Petrol,24.39,Hatchback,5
6823,Maruti Alto K10 VXI,Maruti,321000.0,2016,998.0,56067,First Owner,Manual,Petrol,24.39,Hatchback,5
6824,Maruti Celerio VXI Optional AMT BSIV,Maruti,478000.0,2019,998.0,102694,First Owner,Automatic,Petrol,23.1,Hatchback,5
6825,Maruti Alto K10 VXI,Maruti,332000.0,2016,998.0,33070,First Owner,Manual,Petrol,24.39,Hatchback,5
6826,Maruti Wagon R VXI Optional,Maruti,360000.0,2017,998.0,28568,First Owner,Manual,Petrol,20.51,Hatchback,5
6827,Honda Amaze V CVT Petrol BSIV,Honda,748000.0,2018,1199.0,23990,Second Owner,Automatic,Petrol,19.0,Sedan,5
6828,Renault KWID 1.0 RXT,Renault,357000.0,2016,999.0,16528,Second Owner,Manual,Petrol,23.01,Hatchback,5
6829,Maruti Wagon R LXI BS IV,Maruti,330000.0,2013,998.0,46225,First Owner,Manual,Petrol,20.51,Hatchback,5
6830,Maruti Wagon R LXI CNG,Maruti,367000.0,2014,998.0,99368,Second Owner,Manual,CNG,26.6,Hatchback,5
6831,Maruti Alto 800 CNG LXI,Maruti,325000.0,2017,796.0,51757,First Owner,Manual,CNG,33.44,Hatchback,5
6832,Hyundai i20 Active 1.4 SX,Hyundai,573000.0,2015,1396.0,40212,Third Owner,Manual,Diesel,21.19,Hatchback,5
6833,Tata New Safari XZA Plus AT BSVI,Tata,2200000.0,2021,1956.0,26752,First Owner,Automatic,Diesel,14.08,SUV,7
6834,Maruti Ignis 1.2 AMT Delta BSIV,Maruti,480000.0,2018,1197.0,38021,First Owner,Automatic,Petrol,20.89,Hatchback,5
6835,Kia Seltos GTX Plus,Kia,1400000.0,2019,1353.0,13427,First Owner,Manual,Petrol,16.5,SUV,5
6836,Hyundai Santro Xing GLS,Hyundai,200000.0,2008,1086.0,78916,First Owner,Manual,Petrol,17.92,Hatchback,5
6837,Hyundai i10 Magna 1.1L,Hyundai,265000.0,2013,1086.0,77105,Third Owner,Manual,Petrol,19.81,Hatchback,5
6838,Maruti Baleno Delta,Maruti,695000.0,2021,1197.0,5114,First Owner,Manual,Petrol,21.01,Hatchback,5
6839,Maruti Alto LXi,Maruti,186000.0,2011,796.0,52743,First Owner,Manual,Petrol,19.7,Hatchback,5
6840,Maruti Swift VXI,Maruti,493000.0,2017,1197.0,99511,First Owner,Manual,Petrol,22.38,Hatchback,5
6841,Honda City V AT,Honda,446000.0,2012,1497.0,43856,First Owner,Automatic,Petrol,15.6,Sedan,5
6842,Hyundai EON Magna,Hyundai,244000.0,2012,814.0,59377,First Owner,Manual,Petrol,22.0,Hatchback,5
6843,Honda Jazz 1.2 V AT i VTEC,Honda,504000.0,2016,1199.0,56621,First Owner,Automatic,Petrol,19.0,Hatchback,5
6844,Maruti Swift ZXI,Maruti,236000.0,2010,1197.0,77550,Second Owner,Manual,Petrol,22.38,Hatchback,5
6845,Ford Ecosport 1.5 Petrol Titanium Plus AT BSIV,Ford,901000.0,2019,1497.0,41348,First Owner,Automatic,Petrol,14.8,SUV,5
6846,Maruti Alto K10 VXI,Maruti,262000.0,2014,998.0,32940,Second Owner,Manual,Petrol,24.39,Hatchback,5
6847,Hyundai i10 Magna 1.1L,Hyundai,254000.0,2012,1086.0,24918,Second Owner,Manual,Petrol,19.81,Hatchback,5
6848,Nissan Micra Active XV,Nissan,264000.0,2013,1198.0,97818,First Owner,Manual,Petrol,19.69,Hatchback,5
6849,Tata Tiago 1.2 Revotron XZ,Tata,520000.0,2018,1199.0,6505,First Owner,Manual,Petrol,23.84,Hatchback,5
6850,Mahindra KUV 100 mFALCON D75 K4,Mahindra,325000.0,2016,1198.0,109141,First Owner,Manual,Diesel,25.32,SUV,6
6851,Honda City 1.5 V AT,Honda,355000.0,2011,1497.0,98758,First Owner,Automatic,Petrol,16.8,Sedan,5
6852,Hyundai Grand i10 AT Asta,Hyundai,473000.00000000006,2015,1197.0,67562,First Owner,Automatic,Petrol,18.9,Hatchback,5
6853,Maruti Swift Dzire AMT VXI,Maruti,700000.0,2019,1197.0,40742,First Owner,Automatic,Petrol,21.21,Sedan,5
6854,Maruti Ritz VXI,Maruti,200000.0,2009,1197.0,81917,First Owner,Manual,Petrol,21.1,Hatchback,5
6855,Maruti Ciaz ZDi Plus,Maruti,600000.0,2015,1248.0,74637,First Owner,Manual,Diesel,26.21,Sedan,5
6856,Maruti Wagon R LXI CNG,Maruti,287000.0,2013,998.0,111951,First Owner,Manual,CNG,26.6,Hatchback,5
6857,Maruti Swift VXI,Maruti,306000.0,2011,1197.0,60216,First Owner,Manual,Petrol,22.38,Hatchback,5
6858,Hyundai Grand i10 Sportz,Hyundai,396000.0,2014,1197.0,40940,Second Owner,Manual,Petrol,18.9,Hatchback,5
6859,Maruti Swift VDI,Maruti,373000.0,2011,1248.0,87355,First Owner,Manual,Diesel,22.9,Hatchback,5
6860,Volkswagen Ameo 1.5 TDI Highline Plus 16 AT,Volkswagen,713000.0,2018,1498.0,79240,First Owner,Automatic,Diesel,21.73,Sedan,5
6861,Ford Ecosport 1.5 Petrol Titanium Plus AT BSIV,Ford,977000.0,2019,1497.0,13204,First Owner,Automatic,Petrol,14.8,SUV,5
6862,Honda Civic ZX,Honda,1794000.0000000002,2019,1799.0,40972,First Owner,Automatic,Petrol,16.5,Sedan,5
6863,Honda Amaze E i-Vtech,Honda,447000.0,2016,1198.0,14799,First Owner,Manual,Petrol,18.0,Sedan,5
6864,Mahindra XUV300 W8 AMT Optional Diesel BSVI,Mahindra,1275000.0,2021,1497.0,39300,First Owner,Automatic,Diesel,19.7,SUV,5
6865,Tata Nexon 1.2 Revotron XZ Plus,Tata,771000.0,2019,1198.0,66337,First Owner,Manual,Petrol,17.0,SUV,5
6866,Honda Brio VX AT,Honda,369000.0,2013,1198.0,54147,Second Owner,Automatic,Petrol,16.5,Hatchback,5
6867,Honda Brio S MT,Honda,254999.99999999997,2012,1198.0,57686,Second Owner,Manual,Petrol,19.4,Hatchback,5
6868,BMW X1 sDrive20d,BMW,670000.0,2011,1995.0,55478,Second Owner,Automatic,Diesel,17.05,SUV,5
6869,Honda New Accord 2.4 AT,Honda,399000.0,2010,2354.0,67818,First Owner,Automatic,Petrol,11.7,Sedan,5
6870,Honda City i VTEC V,Honda,500000.0,2014,1497.0,73562,First Owner,Manual,Petrol,17.4,Sedan,5
6871,Hyundai i10 Era,Hyundai,200000.0,2010,1086.0,69644,First Owner,Manual,Petrol,19.81,Hatchback,5
6872,Chevrolet Beat LS,Chevrolet,260000.0,2016,1199.0,38464,Second Owner,Manual,Petrol,18.6,Hatchback,5
6873,Mercedes-Benz C-Class C 200 Kompressor Elegance AT,Mercedes-Benz,500000.0,2008,1796.0,35235,Second Owner,Automatic,Petrol,11.74,Sedan,5
6874,Honda Amaze VX Petrol,Honda,850000.0,2021,1199.0,4614,First Owner,Manual,Petrol,18.6,Sedan,5
6875,Chevrolet Aveo 1.6 LT,Chevrolet,181000.0,2009,1598.0,26243,Second Owner,Manual,Petrol,14.2,Sedan,5
6876,Renault KWID RXL,Renault,451999.99999999994,2021,799.0,20531,First Owner,Manual,Petrol,22.25,Hatchback,5
6877,Honda Jazz 1.2 V AT i VTEC,Honda,577000.0,2017,1199.0,59541,First Owner,Automatic,Petrol,19.0,Hatchback,5
6878,Toyota Corolla Altis Diesel D4DG,Toyota,432000.0,2010,1364.0,50952,First Owner,Manual,Diesel,21.43,Sedan,5
6879,Maruti Swift Dzire LXI,Maruti,342000.0,2012,1197.0,65471,Second Owner,Manual,Petrol,22.41,Sedan,5
6880,Tata Tiago 1.2 Revotron XZA,Tata,445000.0,2017,1199.0,91069,First Owner,Automatic,Petrol,23.84,Hatchback,5
6881,Honda Brio S MT,Honda,249000.00000000003,2012,1198.0,53300,Second Owner,Manual,Petrol,19.4,Hatchback,5
6882,Maruti Zen Estilo VXI BSIV,Maruti,176000.0,2010,998.0,88084,Second Owner,Manual,Petrol,19.0,Hatchback,5
6883,Maruti Alto 800 LXI CNG,Maruti,279000.0,2013,796.0,97228,First Owner,Manual,CNG,33.0,Hatchback,5
6884,Tata Tigor 1.2 Revotron XZ Option,Tata,496000.0,2017,1199.0,115136,Second Owner,Manual,Petrol,20.3,Sedan,5
6885,Honda Amaze VX Petrol,Honda,847000.0000000001,2022,1199.0,45483,First Owner,Manual,Petrol,18.6,Sedan,5
6886,Honda BR-V i-VTEC V CVT,Honda,724000.0,2016,1497.0,114831,First Owner,Automatic,Petrol,15.4,SUV,7
6887,Hyundai i10 Magna 1.1L,Hyundai,231999.99999999997,2011,1086.0,42527,Second Owner,Manual,Petrol,19.81,Hatchback,5
6888,Hyundai Creta 1.6 CRDi AT SX Plus,Hyundai,900000.0,2016,1582.0,115369,First Owner,Automatic,Diesel,17.01,SUV,5
6889,Maruti Ritz LXi,Maruti,370000.0,2015,1197.0,54610,Second Owner,Manual,Petrol,18.5,Hatchback,5
6890,Volkswagen Polo 1.5 TDI Highline Plus,Volkswagen,650000.0,2017,1498.0,63456,First Owner,Manual,Diesel,20.14,Hatchback,5
6891,Hyundai Grand i10 Sportz,Hyundai,400000.0,2014,1197.0,46361,First Owner,Manual,Petrol,18.9,Hatchback,5
6892,Honda Brio S MT,Honda,373000.0,2014,1198.0,61519,First Owner,Manual,Petrol,19.4,Hatchback,5
6893,Maruti Alto Green LXi (CNG),Maruti,208000.0,2012,796.0,74530,First Owner,Manual,CNG,26.83,Hatchback,5
6894,Honda Jazz 1.2 V AT i VTEC,Honda,631000.0,2017,1199.0,74151,Second Owner,Automatic,Petrol,19.0,Hatchback,5
6895,Maruti Ciaz 1.3 Sigma,Maruti,590000.0,2017,1248.0,97351,First Owner,Manual,Diesel,28.09,Sedan,5
6896,Skoda Octavia Ambition Plus 1.8 TSI AT,Skoda,1250000.0,2016,1798.0,38959,First Owner,Automatic,Petrol,14.7,Sedan,5
6897,Maruti Wagon R LXI CNG BSVI,Maruti,670000.0,2022,998.0,23311,First Owner,Manual,CNG,34.05,Hatchback,5
6898,Tata Altroz XZ Diesel BSVI,Tata,891000.0,2021,1497.0,14000,First Owner,Manual,Diesel,23.64,Hatchback,5
6899,Maruti Swift Dzire VXI,Maruti,491000.0,2015,1197.0,26285,First Owner,Manual,Petrol,22.41,Sedan,5
6900,Maruti Ciaz Delta AT BSVI,Maruti,923000.0,2020,1462.0,16877,First Owner,Automatic,Petrol,20.04,Sedan,5
6901,Maruti Wagon R AMT VXI,Maruti,400000.0,2016,998.0,55901,Second Owner,Automatic,Petrol,20.51,Hatchback,5
6902,Maruti Swift VDI,Maruti,383000.0,2012,1248.0,115917,Third Owner,Manual,Diesel,22.9,Hatchback,5
6903,Toyota Etios G,Toyota,334000.0,2013,1496.0,38192,First Owner,Manual,Petrol,16.78,Sedan,5
6904,Renault Duster 110PS Diesel RxZ,Renault,421000.0,2012,1461.0,95407,Second Owner,Manual,Diesel,19.01,SUV,5
6905,Hyundai i20 Sportz 1.2,Hyundai,426000.0,2013,1197.0,72256,First Owner,Manual,Petrol,18.5,Hatchback,5
6906,Hyundai Grand i10 1.2 Kappa Asta,Hyundai,416000.0,2017,1197.0,107891,Second Owner,Manual,Petrol,18.9,Hatchback,5
6907,Maruti Alto 800 VXI,Maruti,312000.0,2017,796.0,37743,First Owner,Manual,Petrol,22.05,Hatchback,5
6908,Ford Ecosport 1.5 Diesel Titanium BSIV,Ford,932000.0,2020,1498.0,68754,First Owner,Manual,Diesel,23.0,SUV,5
6909,Maruti Vitara Brezza ZDi AMT,Maruti,883000.0,2018,1248.0,75774,First Owner,Automatic,Diesel,24.3,SUV,5
6910,Maruti Swift ZDI BSIV,Maruti,601000.0,2015,1248.0,74704,First Owner,Manual,Diesel,25.2,Hatchback,5
6911,Toyota Corolla Altis Aero D 4D J,Toyota,375000.0,2011,1364.0,126319,First Owner,Manual,Diesel,21.43,Sedan,5
6912,Ford Figo 1.2P Trend MT,Ford,345000.0,2015,1196.0,59873,First Owner,Manual,Petrol,18.16,Hatchback,5
6913,Volkswagen Polo 1.0 MPI Comfortline,Volkswagen,634000.0,2019,999.0,58031,First Owner,Manual,Petrol,18.78,Hatchback,5
6914,Maruti Wagon R LXI CNG,Maruti,442000.0,2018,998.0,45199,Second Owner,Manual,CNG,26.6,Hatchback,5
6915,Skoda Octavia 2.0 TDI AT Style Plus,Skoda,1283000.0,2017,1968.0,124198,First Owner,Automatic,Diesel,19.5,Sedan,5
6916,Hyundai Tucson 2.0 e-VGT 4WD AT GLS,Hyundai,1694000.0000000002,2018,1995.0,76259,First Owner,Automatic,Diesel,16.38,SUV,5
6917,Maruti Vitara Brezza VDi AMT,Maruti,787000.0,2018,1248.0,81352,Second Owner,Automatic,Diesel,24.3,SUV,5
6918,Hyundai i20 Asta 1.2,Hyundai,497000.0,2015,1197.0,94059,Second Owner,Manual,Petrol,18.6,Hatchback,5
6919,Maruti Swift Dzire AMT ZXI Plus,Maruti,704000.0,2019,1197.0,21303,Second Owner,Automatic,Petrol,21.21,Sedan,5
6920,Tata Tiago Wizz 1.2 Revotron,Tata,465000.00000000006,2017,1199.0,61094,First Owner,Manual,Petrol,23.84,Hatchback,5
6921,Maruti S-Presso VXI Plus 2019-2022,Maruti,511000.00000000006,2022,998.0,12860,First Owner,Manual,Petrol,21.7,Hatchback,5
6922,Tata Tiago 1.2 Revotron XT,Tata,493000.0,2018,1199.0,64666,First Owner,Manual,Petrol,23.84,Hatchback,5
6923,Tata Harrier XZA Dual Tone AT BSVI,Tata,1975000.0,2021,1956.0,64784,First Owner,Automatic,Diesel,14.6,SUV,5
6924,Hyundai i20 Sportz 1.2,Hyundai,548000.0,2017,1197.0,58135,Second Owner,Manual,Petrol,18.6,Hatchback,5
6925,Maruti Ignis 1.2 AMT Alpha BSIV,Maruti,585000.0,2018,1197.0,23000,First Owner,Automatic,Petrol,20.89,Hatchback,5
6926,Skoda Rapid 1.6 TDI Elegance,Skoda,335000.0,2012,1598.0,76000,Second Owner,Manual,Diesel,20.5,Sedan,5
6927,Maruti Ignis Alpha BSVI,Maruti,658000.0,2021,1197.0,42751,First Owner,Manual,Petrol,20.89,Hatchback,5
6928,Volkswagen Vento 1.0 TSI Highline Plus AT,Volkswagen,1350000.0,2021,999.0,14290,First Owner,Automatic,Petrol,16.35,Sedan,5
6929,Toyota Corolla Altis VL AT,Toyota,811000.0,2014,1798.0,95290,Second Owner,Automatic,Petrol,14.28,Sedan,5
6930,Skoda Octavia 2.0 TDI AT Style Plus,Skoda,1396000.0,2017,1968.0,94157,Second Owner,Automatic,Diesel,19.5,Sedan,5
6931,Maruti Swift ZXI,Maruti,550000.0,2016,1197.0,59013,First Owner,Manual,Petrol,18.6,Hatchback,5
6932,Hyundai Grand i10 1.2 Kappa Sportz BSIV,Hyundai,390000.0,2014,1197.0,59350,First Owner,Manual,Petrol,18.9,Hatchback,5
6933,Hyundai Grand i10 1.2 Kappa Sportz BSIV,Hyundai,400000.0,2013,1197.0,68740,First Owner,Manual,Petrol,18.9,Hatchback,5
6934,Hyundai i20 Asta 1.2,Hyundai,725000.0,2019,1197.0,69158,First Owner,Manual,Petrol,18.5,Hatchback,5
6935,Hyundai i20 Asta 1.2,Hyundai,715000.0,2018,1197.0,27468,First Owner,Manual,Petrol,18.5,Hatchback,5
6936,Hyundai Grand i10 Nios AMT Sportz,Hyundai,695000.0,2020,1197.0,24303,First Owner,Automatic,Petrol,20.7,Hatchback,5
6937,Chevrolet Beat Diesel LT,Chevrolet,165000.0,2012,936.0,75000,Third Owner,Manual,Diesel,25.44,Hatchback,5
6938,Honda Civic 1.8 V AT,Honda,225000.0,2009,1799.0,75000,Second Owner,Automatic,Petrol,12.9,Sedan,5
6939,BMW X7 xDrive 40i M Sport,BMW,130000.0,2022,2998.0,15747,First Owner,Automatic,Petrol,10.54,SUV,7
6940,Honda City 1.5 S MT,Honda,300000.0,2009,1497.0,48475,Second Owner,Manual,Petrol,17.0,Sedan,5
6941,Hyundai i10 Magna 1.2,Hyundai,170000.0,2011,1197.0,100454,First Owner,Manual,Petrol,20.36,Hatchback,5
6942,Hyundai i10 Asta AT,Hyundai,550000.0,2014,1197.0,32700,First Owner,Automatic,Petrol,16.95,Hatchback,5
6943,Tata Nexon 1.5 Revotorq XZ,Tata,940000.0,2018,1497.0,38841,First Owner,Manual,Diesel,21.5,SUV,5
6944,Tata Nexon XZA Plus AMT Diesel BSVI,Tata,960000.0,2018,1497.0,81055,First Owner,Automatic,Diesel,24.07,SUV,5
6945,BMW 7 Series 730Ld,BMW,2850000.0,2014,2993.0,133328,First Owner,Automatic,Diesel,16.46,Sedan,5
6946,Maruti Ritz VXi (ABS) BS IV,Maruti,240000.0,2011,1197.0,93403,Second Owner,Manual,Petrol,18.5,Hatchback,5
6947,Maruti Wagon R VXI,Maruti,365000.0,2014,998.0,85516,First Owner,Manual,Petrol,18.9,Hatchback,5
6948,Honda Jazz 1.2 E i VTEC,Honda,450000.0,2015,1199.0,40509,Second Owner,Manual,Petrol,18.7,Hatchback,5
6949,Hyundai i20 Asta 1.2,Hyundai,425000.0,2014,1197.0,53700,First Owner,Manual,Petrol,18.5,Hatchback,5
6950,Toyota Corolla H3,Toyota,330000.0,2010,1794.0,70279,First Owner,Automatic,Petrol,11.3,Sedan,5
6951,Honda City 1.5 V AT,Honda,440000.00000000006,2013,1497.0,83831,Second Owner,Automatic,Petrol,16.8,Sedan,5
6952,Honda City V MT AVN,Honda,565000.0,2016,1497.0,92974,First Owner,Manual,Petrol,16.8,Sedan,5
6953,Maruti Ertiga SHVS ZDI Plus,Maruti,1000000.0,2017,1248.0,48000,First Owner,Manual,Diesel,24.52,MUV,7
6954,Maruti Wagon R LXI,Maruti,340000.0,2013,998.0,53000,First Owner,Manual,Petrol,18.9,Hatchback,5
6955,Maruti Eeco 5 STR With AC Plus HTR CNG,Maruti,620000.0,2021,1196.0,30000,First Owner,Manual,CNG,15.1,Maruti,5
6956,Maruti Ignis Delta BSVI,Maruti,500000.0,2018,1197.0,26000,First Owner,Manual,Petrol,20.89,Hatchback,5
6957,Maruti Swift VXI,Maruti,375000.0,2012,1197.0,52000,Second Owner,Manual,Petrol,18.6,Hatchback,5
6958,Honda City VX MT,Honda,910000.0,2018,1497.0,35606,First Owner,Manual,Petrol,17.4,Sedan,5
6959,Nissan Micra Diesel XV Premium,Nissan,285000.0,2012,1461.0,127000,First Owner,Manual,Diesel,23.08,Hatchback,5
6960,BMW 5 Series 520d Luxury Line,BMW,4850000.0,2018,1995.0,22565,First Owner,Automatic,Diesel,20.37,Sedan,5
6961,BMW 5 Series 525d,BMW,1400000.0,2011,1995.0,158156,First Owner,Automatic,Diesel,16.73,Sedan,5
6962,BMW 5 Series 530d M Sport,BMW,4450000.0,2017,2993.0,43376,Second Owner,Automatic,Diesel,14.69,Sedan,5
6963,Audi A6 35 TDI,Audi,3000000.0,2017,1968.0,63261,First Owner,Automatic,Diesel,18.53,Sedan,5
6964,BMW 7 Series 730Ld,BMW,3000000.0,2014,2993.0,105642,First Owner,Automatic,Diesel,16.46,Sedan,5
